"","clstr_id","samp_id","meas_no","meas_yr","meas_first","meas_last","tsa","tsa_no","mgmt_unit","sampletype","project_design","bgc_zone","ysm_main","mat_main","species_class","meas_dt","no_meas","period","tot_period","tfl","no_plots","own_sched","own_sched_descrip","samp_sts","grid_size","grid_base","protect_psp","utm_source","utm_zone","utm_easting","utm_northing","bcalb_x","bcalb_y","aspect","slope","elev","bec_source","beclabel","plot_typ","area_pm","shp_pm","len_pm","wid_pm","rad_pm","baf_pm","util","baha_L","baha_I","baha_V","baha_D","baha_DF","stemsha_L","stemsha_I","stemsha_V","stemsha_D","stemsha_DF","wsvha_L","wsvha_I","wsvha_V","wsvha_D","wsvha_DF","nmvha_L","nmvha_D","spc_live1","spc_label_live","spc_label_dead","lead_si","lead_htop","bh_stand_age","tot_stand_age","tsa_desc","objectid"
"29","0403-0011-DO1","0403_0011_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-16",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,669979,6283375,1352942.096,1311297.691,NA,NA,753,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,6.25,4,26.25,0,0,0,0,1642.269503,0,0,0,0,188.0481176,0,0,0,0,124.2588362,0,"SX","SX43PL38EP14AT05","",16.66948736,17.4,52.5,63.38357246,"Fort St. John TSA",86559
"30","0403-0011-DO1","0403_0011_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-16",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,669979,6283375,1352942.096,1311297.691,NA,NA,753,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,6.25,7.5,26.25,0,0,0,0,1642.269503,0,0,0,0,188.0481176,0,0,0,0,124.2588362,0,"SX","SX43PL38EP14AT05","",16.66948736,17.4,52.5,63.38357246,"Fort St. John TSA",86560
"31","0403-0011-DO1","0403_0011_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-16",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,669979,6283375,1352942.096,1311297.691,NA,NA,753,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,6.25,12.5,16.25,0,0,0,0,372.361391,0,0,0,0,138.0497327,0,0,0,0,117.9039936,0,"PL","PL62SX31AT07","",NA,NA,52.5,63.38357246,"Fort St. John TSA",86561
"32","0403-0011-DO1","0403_0011_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Spruce","2008-09-16",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,669979,6283375,1352942.096,1311297.691,NA,NA,753,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,6.25,17.5,12.5,0,0,0,0,181.9551273,0,0,0,0,114.5346131,0,0,0,0,101.1768141,0,"PL","PL80SX10AT10","",NA,NA,52.5,63.38357246,"Fort St. John TSA",86562
"33","0403-0013-DO1","0403_0013_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-04",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,636588,6299873,1318956.039,1326446.871,NA,NA,687,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,6.25,4,40,0,0,0,0,6371.649608,0,0,0,0,237.1474048,0,0,0,0,76.69356867,0,"AT","AT88PL12","",16.76341797,16.06,46.88864912,50.5405452,"Fort St. John TSA",86563
"34","0403-0013-DO1","0403_0013_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-04",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,636588,6299873,1318956.039,1326446.871,NA,NA,687,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,6.25,7.5,35,0,0,0,0,3966.474526,0,0,0,0,216.0699863,0,0,0,0,76.69356867,0,"AT","AT86PL14","",16.76341797,16.06,46.88864912,50.5405452,"Fort St. John TSA",86564
"35","0403-0013-DO1","0403_0013_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-04",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,636588,6299873,1318956.039,1326446.871,NA,NA,687,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,6.25,12.5,15,0,0,0,0,747.4713868,0,0,0,0,107.2792665,0,0,0,0,74.88764355,0,"AT","AT67PL33","",16.76341797,16.06,46.88864912,50.5405452,"Fort St. John TSA",86565
"36","0403-0013-DO1","0403_0013_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-04",1,0,0,NA,5,"69-U","Crown - Miscel Reserve","A","","","N","DGPS",10,636588,6299873,1318956.039,1326446.871,NA,NA,687,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,6.25,17.5,5,0,0,0,0,95.26171337,0,0,0,0,40.1680157,0,0,0,0,35.55992854,0,"PL","PL100","",NA,NA,46.88864912,50.5405452,"Fort St. John TSA",86566
"37","0403-0014-DO1","0403_0014_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-04",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,577142,6312988,1259105.944,1337119.762,NA,NA,817,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,4,16.2,0,0,3.6,0,3628.914949,0,0,522.6066328,0,85.90583805,0,0,15.15436704,0,19.28456052,0.219179864,"AT","AT56PL44","",17.47339844,11.86,31,36.09853864,"Fort St. John TSA",86567
"38","0403-0014-DO1","0403_0014_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-04",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,577142,6312988,1259105.944,1337119.762,NA,NA,817,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,7.5,10.8,0,0,3.6,0,1264.985319,0,0,522.6066328,0,64.86812843,0,0,15.15436704,0,19.28456052,0.219179864,"PL","PL67AT33","",14.52043929,12.8,31,36.09853864,"Fort St. John TSA",86568
"39","0403-0014-DO1","0403_0014_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-04",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,577142,6312988,1259105.944,1337119.762,NA,NA,817,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,12.5,3.6,0,0,0,0,236.2763239,0,0,0,0,23.95134444,0,0,0,0,16.42558618,0,"PL","PL100","",14.52043929,12.8,31,36.09853864,"Fort St. John TSA",86569
"40","0403-0014-DO1","0403_0014_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-10-04",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,577142,6312988,1259105.944,1337119.762,NA,NA,817,"PROV_BEC_2017","BWBSmk","V",NA,"",NA,NA,NA,9,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT","","",17.47339844,11.86,31,36.09853864,"Fort St. John TSA",86570
"41","0403-0018-DO1","0403_0018_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-25",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,608878,6341600,1289578.581,1367076.957,NA,NA,768,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,7,4,46.2,0,0,5.6,0,3069.318184,0,0,559.9329891,0,350.0106938,0,0,38.14405112,0,251.7122089,24.89005147,"AT","AT52SX24PL15SB09","",13.28922119,20.2,114.715676,121.1257953,"Fort St. John TSA",86571
"42","0403-0018-DO1","0403_0018_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-25",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,608878,6341600,1289578.581,1367076.957,NA,NA,768,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,7,7.5,43.4,0,0,4.2,0,1992.407277,0,0,150.7191707,0,341.5946902,0,0,32.82748462,0,251.7122089,24.89005147,"AT","AT55SX19PL16SB10","",13.28922119,20.2,114.715676,121.1257953,"Fort St. John TSA",86572
"43","0403-0018-DO1","0403_0018_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-25",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,608878,6341600,1289578.581,1367076.957,NA,NA,768,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,7,12.5,36.4,0,0,4.2,0,838.7735804,0,0,150.7191707,0,311.659191,0,0,32.82748462,0,251.7122089,24.89005147,"AT","AT62SX15PL12SB11","",13.28922119,20.2,114.715676,121.1257953,"Fort St. John TSA",86573
"44","0403-0018-DO1","0403_0018_VRI",0,2008,"Y","Y",40,40,"TSA40_FortSt.John","VRI","RANDOM","BWBS","N","Y","Poplar","2008-09-25",1,0,0,NA,5,"62-C","Crown - Forest Management Unit (TSA)","A","","","N","DGPS",10,608878,6341600,1289578.581,1367076.957,NA,NA,768,"PROV_BEC_2017","BWBSmw","V",NA,"",NA,NA,NA,7,17.5,32.2,0,0,2.8,0,556.1113735,0,0,57.11827836,0,290.6165805,0,0,22.53327888,0,239.3804783,18.17570478,"AT","AT70SX17PL13","",13.28922119,20.2,114.715676,121.1257953,"Fort St. John TSA",86574
