FID_Fort_S,FEATURE_ID,TSA_NUMBER,TSA_NUMB_1,TSB_NUMBER,TSB_NUMB_1,EFFECTIVE_,RETIREMENT,COMMENTS,FEATURE_CO,WHO_UPDATE,WHEN_UPDAT,FEATURE_CL,OBJECT_VER,OBJECTID,FEATURE_AR,FEATURE_LE,GEOMETRY_A,GEOMETRY_L,fme_featur,OBJECTID_1,FID_FJS,Field1,clstr_id,samp_id,meas_no,meas_yr,meas_first,meas_last,tsa,tsa_no,mgmt_unit,sampletype,project_de,bgc_zone,ysm_main,mat_main,species_cl,meas_dt,no_meas,period,tot_period,tfl,no_plots,own_sched,own_sched_,samp_sts,grid_size,grid_base,protect_ps,utm_source,utm_zone,utm_eastin,utm_northi,bcalb_x,bcalb_y,aspect,slope,elev,bec_source,beclabel,plot_typ,area_pm,shp_pm,len_pm,wid_pm,rad_pm,baf_pm,util,baha_L,baha_I,baha_V,baha_D,baha_DF,stemsha_L,stemsha_I,stemsha_V,stemsha_D,stemsha_DF,wsvha_L,wsvha_I,wsvha_V,wsvha_D,wsvha_DF,nmvha_L,nmvha_D,spc_live1,spc_label_,spc_label1,lead_si,lead_htop,bh_stand_a,tot_stand_,tsa_desc,objectid_2
2,34,40,Fort St. John TSA,40A,Fort St John TSA Block A,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,249.00000000000,60362,5498589134.24000000000,534920.22490000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,160,10,11,0403-0003-DO1,0403_0003_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Other,2008-10-14,1,0,0,NA,5,69-U,Crown - Miscel Reserve,A,,,N,DGPS,10,682151,6236756,1367009.44100000000,1265117.01700000000,NA,NA,696,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,5.00000000000,12.50000000000,2.00000000000,0,0,0.00000000000,0,69.78567438000,0,0,0.00000000000,0,10.93930987000,0,0,0.00000000000,0,8.44123846000,0.00000000000,EP,AT50EP50,,13.07265625,8.7,29.66666667000,36.85059131000,Fort St. John TSA,86541
2,34,40,Fort St. John TSA,40A,Fort St John TSA Block A,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,249.00000000000,60362,5498589134.24000000000,534920.22490000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,160,11,12,0403-0003-DO1,0403_0003_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Other,2008-10-14,1,0,0,NA,5,69-U,Crown - Miscel Reserve,A,,,N,DGPS,10,682151,6236756,1367009.44100000000,1265117.01700000000,NA,NA,696,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,5.00000000000,17.50000000000,1.00000000000,0,0,0.00000000000,0,20.04975382000,0,0,0.00000000000,0,6.95354263000,0,0,0.00000000000,0,5.93144471600,0.00000000000,AT,AT100,,NA,NA,29.66666667000,36.85059131000,Fort St. John TSA,86542
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,152,153,0403-0057-DO1,0403_0057_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-10-03,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,553761,6231373,1239216.30700000000,1254407.22100000000,NA,NA,889,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,6.25000000000,4.00000000000,27.50000000000,0,0,0.00000000000,0,226.76932750000,0,0,0.00000000000,0,206.52176690000,0,0,0.00000000000,0,178.93836700000,0.00000000000,SX,SX50PL27AT23,,20.02910492,21.15,77.97696426000,87.25338968000,Fort St. John TSA,86683
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,153,154,0403-0057-DO1,0403_0057_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-10-03,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,553761,6231373,1239216.30700000000,1254407.22100000000,NA,NA,889,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,6.25000000000,7.50000000000,27.50000000000,0,0,0.00000000000,0,226.76932750000,0,0,0.00000000000,0,206.52176690000,0,0,0.00000000000,0,178.93836700000,0.00000000000,SX,SX50PL27AT23,,20.02910492,21.15,77.97696426000,87.25338968000,Fort St. John TSA,86684
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,154,155,0403-0057-DO1,0403_0057_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-10-03,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,553761,6231373,1239216.30700000000,1254407.22100000000,NA,NA,889,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,6.25000000000,12.50000000000,27.50000000000,0,0,0.00000000000,0,226.76932750000,0,0,0.00000000000,0,206.52176690000,0,0,0.00000000000,0,178.93836700000,0.00000000000,SX,SX50PL27AT23,,20.02910492,21.15,77.97696426000,87.25338968000,Fort St. John TSA,86685
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,155,156,0403-0057-DO1,0403_0057_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2008-10-03,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,DGPS,10,553761,6231373,1239216.30700000000,1254407.22100000000,NA,NA,889,PROV_BEC_2017,BWBSmw,V,NA,,NA,NA,NA,6.25000000000,17.50000000000,27.50000000000,0,0,0.00000000000,0,226.76932750000,0,0,0.00000000000,0,206.52176690000,0,0,0.00000000000,0,178.93836700000,0.00000000000,SX,SX50PL27AT23,,20.02910492,21.15,77.97696426000,87.25338968000,Fort St. John TSA,86686
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,128,129,0403-0051-DO1,0403_0051_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2008-10-03,1,0,0,NA,5,69-U,Crown - Miscel Reserve,A,,,N,DGPS,10,536216,6236096,1221520.05800000000,1258402.22600000000,NA,NA,1345,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,7.00000000000,4.00000000000,22.40000000000,0,0,0.00000000000,0,3587.05135900000,0,0,0.00000000000,0,74.11552204000,0,0,0.00000000000,0,26.39976806000,0.00000000000,SX,S100,,16.49239828,9.82,29.60000000000,40.49281304000,Fort St. John TSA,86659
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,129,130,0403-0051-DO1,0403_0051_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2008-10-03,1,0,0,NA,5,69-U,Crown - Miscel Reserve,A,,,N,DGPS,10,536216,6236096,1221520.05800000000,1258402.22600000000,NA,NA,1345,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,7.00000000000,7.50000000000,18.20000000000,0,0,0.00000000000,0,1872.54418400000,0,0,0.00000000000,0,63.95856724000,0,0,0.00000000000,0,26.39976806000,0.00000000000,SX,S100,,16.49239828,9.82,29.60000000000,40.49281304000,Fort St. John TSA,86660
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,130,131,0403-0051-DO1,0403_0051_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2008-10-03,1,0,0,NA,5,69-U,Crown - Miscel Reserve,A,,,N,DGPS,10,536216,6236096,1221520.05800000000,1258402.22600000000,NA,NA,1345,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,7.00000000000,12.50000000000,7.00000000000,0,0,0.00000000000,0,279.06890780000,0,0,0.00000000000,0,29.19349110000,0,0,0.00000000000,0,20.76452689000,0.00000000000,SX,S100,,16.49239828,9.82,29.60000000000,40.49281304000,Fort St. John TSA,86661
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,131,132,0403-0051-DO1,0403_0051_VRI,0,2008,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,ESSF,N,Y,Spruce,2008-10-03,1,0,0,NA,5,69-U,Crown - Miscel Reserve,A,,,N,DGPS,10,536216,6236096,1221520.05800000000,1258402.22600000000,NA,NA,1345,PROV_BEC_2017,ESSFmv4,V,NA,,NA,NA,NA,7.00000000000,17.50000000000,5.60000000000,0,0,0.00000000000,0,188.12322450000,0,0,0.00000000000,0,23.94484970000,0,0,0.00000000000,0,17.81045135000,0.00000000000,SX,S100,,16.49239828,9.82,29.60000000000,40.49281304000,Fort St. John TSA,86662
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,148,149,0403-0056-DO1,0403_0056_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2009-10-26,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,MAP,10,520783,6236048,1206131.19800000000,1257704.74300000000,NA,NA,0,PROV_BEC_2017,BWBSwk2,V,NA,,NA,NA,NA,12.25000000000,4.00000000000,49.00000000000,0,0,2.45000000000,0,1100.49900700000,0,0,62.72872846000,0,405.82522870000,0,0,19.91784578000,0,359.00700170000,16.54801762000,SX,SX60PL40,,13.7144043,25.175,112.00000000000,123.77835510000,Fort St. John TSA,86679
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,149,150,0403-0056-DO1,0403_0056_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2009-10-26,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,MAP,10,520783,6236048,1206131.19800000000,1257704.74300000000,NA,NA,0,PROV_BEC_2017,BWBSwk2,V,NA,,NA,NA,NA,12.25000000000,7.50000000000,49.00000000000,0,0,2.45000000000,0,1100.49900700000,0,0,62.72872846000,0,405.82522870000,0,0,19.91784578000,0,359.00700170000,16.54801762000,SX,SX60PL40,,13.7144043,25.175,112.00000000000,123.77835510000,Fort St. John TSA,86680
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,150,151,0403-0056-DO1,0403_0056_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2009-10-26,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,MAP,10,520783,6236048,1206131.19800000000,1257704.74300000000,NA,NA,0,PROV_BEC_2017,BWBSwk2,V,NA,,NA,NA,NA,12.25000000000,12.50000000000,49.00000000000,0,0,2.45000000000,0,1100.49900700000,0,0,62.72872846000,0,405.82522870000,0,0,19.91784578000,0,359.00700170000,16.54801762000,SX,SX60PL40,,13.7144043,25.175,112.00000000000,123.77835510000,Fort St. John TSA,86681
1,33,40,Fort St. John TSA,40D,Fort St John TSA Block D,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,248.00000000000,60361,9347904742.00000000000,762277.16990000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,159,151,152,0403-0056-DO1,0403_0056_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Spruce,2009-10-26,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,MAP,10,520783,6236048,1206131.19800000000,1257704.74300000000,NA,NA,0,PROV_BEC_2017,BWBSwk2,V,NA,,NA,NA,NA,12.25000000000,17.50000000000,49.00000000000,0,0,2.45000000000,0,1100.49900700000,0,0,62.72872846000,0,405.82522870000,0,0,19.91784578000,0,359.00700170000,16.54801762000,SX,SX60PL40,,13.7144043,25.175,112.00000000000,123.77835510000,Fort St. John TSA,86682
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,376,377,0403-0134-QO1,0403_0134_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Pine,2009-11-09,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,VGPS,10,533365,6249234,1218121.19400000000,1271442.65600000000,NA,NA,1082,PROV_BEC_2017,BWBSwk2,V,NA,,NA,NA,NA,9.00000000000,4.00000000000,37.80000000000,0,0,1.80000000000,0,473.69545040000,0,0,48.67020365000,0,380.71618850000,0,0,9.97836503600,0,349.08174480000,8.19296173400,PL,PL67S33,,14.81417878,25.26,134.19207230000,141.49944650000,Fort St. John TSA,86907
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,377,378,0403-0134-QO1,0403_0134_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Pine,2009-11-09,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,VGPS,10,533365,6249234,1218121.19400000000,1271442.65600000000,NA,NA,1082,PROV_BEC_2017,BWBSwk2,V,NA,,NA,NA,NA,9.00000000000,7.50000000000,37.80000000000,0,0,1.80000000000,0,473.69545040000,0,0,48.67020365000,0,380.71618850000,0,0,9.97836503600,0,349.08174480000,8.19296173400,PL,PL67S33,,14.81417878,25.26,134.19207230000,141.49944650000,Fort St. John TSA,86908
5,37,40,Fort St. John TSA,40B,Fort St John TSA Block B,18991230,18991230,,FM90500000,INCOSADA,2002-06-11,822,252.00000000000,60365,4864118737.33000000000,486662.52120000000,0.00000000000,0.00000000000,WHSE_ADMIN_BOUNDARIES.FADM_TSA,163,378,379,0403-0134-QO1,0403_0134_VRI,0,2009,Y,Y,40,40,TSA40_FortSt.John,VRI,RANDOM,BWBS,N,Y,Pine,2009-11-09,1,0,0,NA,5,62-C,Crown - Forest Management Unit (TSA),A,,,N,VGPS,10,533365,6249234,1218121.19400000000,1271442.65600000000,NA,NA,1082,PROV_BEC_2017,BWBSwk2,V,NA,,NA,NA,NA,9.00000000000,12.50000000000,37.80000000000,0,0,1.80000000000,0,473.69545040000,0,0,48.67020365000,0,380.71618850000,0,0,9.97836503600,0,349.08174480000,8.19296173400,PL,PL67S33,,14.81417878,25.26,134.19207230000,141.49944650000,Fort St. John TSA,86909
